Kritik dan Saran,Klasifikasi
Menyenangkan dalam mengajar,Baik
"Ibu memberikan materi dengan cara yang berbeda yaitu dengan media sosial seperti YouTube, tetapi penyampaian ibu benar-benar jelas dan saya suka cara ibu menjelaskan mudah dipahami. Terimakasih bu",Baik
"Cara pak arief menyampaikan materi sangat bagus,tapi kadang tugasnya terlalu menumpuk",Baik
Saat menjelaskan sudah cukup di pahami,Baik
"Menurut saya ibu memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti, terimakasih telah memberikan banyak ilmu yang bermanfaat kepada saya",Baik
cara mengajarnya sangat interaktif dan mudah di mengerti,Baik
"Untuk update vocabulary lebih dipastiin lagi. Sebaiknya jika ada perkuliahan setiap hari senin update mengisi vocab dan batasnya sampai minggu ya:)
",Baik
"Enak banget dapet dosen seperti beliau,santai tapi tetep masuk pembelajarannya",Baik
Dosen paling sabar saat menghadapi mahasiswa.nya,Baik
"cara mengajarnya sangat interaktif, mudah di mengerti dan menyenangkan",Baik
"Saran : Jika semester depan bertemu lagi, semoga dosen dapat memberikan materi kepada mahasiswa baik secara online maupun offline ",Baik
Tidak ada pokoknya bu Anitta the best,Baik
Walidosen yang ajiiibbb,Baik
cara mengajarnya sangat interaktif dan mudah di mengerti dan menyenangkan,Baik
"Saran : Semoga dipertahankan atau ditingkatkan dalam penyampaian materinya, karena penyampaian materinya sangat mudah untuk dipahami.",Baik
"Tidak ada, pokoknya menyenangkan cara mengajarnya",Baik
"Penjelasannya masuk banget,enak kalo ngajar slow tapi tetap masuk",Baik
Pengajaran anda cukup membuat saya paham. Terimakasih,Baik
Walaupun lewat YouTube tapi penjelasannya tuh jelas banget.,Baik
Tidak ada kritik pokoknya wali kelas ter the best,Baik
Cara pengajaran anda cukup membuat saya paham. Terimakasih,Baik
Vidio pembelajaran nya gampang buat dipahami,Baik
Walaupun secara daring tapi penjelasannya gampang dipahami kalau dipraktekkan juga gampang.,Baik
Tidak ada sudah cuku jelas dengan apa yang di sampaikan dan mudah dimengerti ketika menjelaskan,Baik
"Pak Ibnun orang baik, tidak ada kritik. Menyenangkan cara menerangkan materi juga jelas",Baik
Tetap santai tapi mudah dimengerti,Baik
Dalam menyampaikan materi pembelajaran  jelas dan mudah dipahami,Baik
Pembelajaran presentasi kemarin membuat saya sangat paham apa itu audit,Baik
"Saran : Dosen cukup baik dalam penyampaian materi, semoga dapat dipertahankan atau ditingkatkan.",Baik
Bu ii sangat jelas dalam memberikan materi,Baik
Dalam mengajarnya sangat interaktif dan mudah dimengerti,Baik
Dalam menyampaikan materi sudah cukup jelas dan mudah dipahami oleh mahasiswa dan terimakasih atas ilmunya,Baik
Dalam metode pembelajaran yang diterapkan oleh pak dosen sudah baik  sehingga mahasiswa dapat mudah mengerti dan tidak bosan belajar di kelas secara daring maupun offline,Baik
"Tidak ada, saya suka bu dosen dalam menerangkan materi di youtube",Baik
"Tidak ada, saya suka bapak dosen ini dalam mengajar ",Baik
"Tidak ada, saya suka ibu dosen ini dalam mengajar.",Baik
Dosen menjelaskan materi sudah baik dan dapat dipahami.,Baik
Dosen menjelaskan materi sudah baik dan dapat dipahami,Baik
Dosen menyanpaikan materi sudah baik dan dapat dipahami,Baik
"Agar sewaktu² ibu bisa menyempatkan kelas melalui media tatap muka online seperti gmeet atau zoom. Tidak hanya dengan video yg Ibu share, sehingga akan lebih terjalin kekeluargaan antara dosen dg mahasiswa.",Baik
"Sudah sangat bagus, tingkatkan lagi Ibu.",Baik
"Sudah bagus, tingkatkan lagi Pak",Baik
"Sudah bagus, terus tingkatkan lagi Ibu",Baik
"Sudah bagus Pak, terus tingkatkan lagi.",Baik
"Tidak ada saran/kritik yg berarti, semuanya sudah bagus Pak. Sangat senang diajar Bpk.",Baik
"Baik dan baikk, sudah cukup tidak ada saran and kritik juga nothing.",Baik
Metode pembelajaran sudah sangat bagus makasih bu,Baik
"Tingkatkan kinerja bapak, lebih semangat lagih dalam memberikan materi :) cara mengajarnya sangat interaktif dan sangat dimengerti",Baik
Penjelasan yang diajarkan mengenai materi itu singkat tapi mudah dipahami,Baik
Dalam mengajar santai dan ramah sehingga membuat senang dalam belajar,Baik
"Bisa mencoba untuk menggunakan beberapa media belajar, terimakasih ",Baik
Sudah jelas dalam menjelaskan metode pembelajaran,Baik
Tidak ada saran apapun karna pa ananto sudah mengajar dengan baik,Baik
Sudah baik dalam penyimpanan materi dalam pembelajaran,Baik
Baik dalam penyampaian materi dalam pembelajaran,Baik
Sudah bagus dalam penyampaian materi dalam pembelajaran,Baik
Sudah bagus dalam penyampaian materi penyampaian materi dalam pembelajaran,Baik
"Ibuknya friendly bgt, klo offline pasti lebih asyikkkk",Baik
Mudah dipahami dalam mengajar,Baik
Tingkatkan lagi cara mengajar nya dan tetap jadi dosen yang baik untuk semua mahasiswa,Baik
Mudah dipahami dan jelas dalam menerangkan,Baik
Baik mudah dipahami,Baik
Mr. Arief is the best👍,Baik
Sudah baik dan sangat jelas jika mengajar,Baik
Ga punya sarannn. Si bapak ngajarnya enakeun bgttt seriusannn,Baik
Semoga Ibu Yeni dapat terus mempertahankan cara mengajar yang santai namun tetap memberikan manfaat bagi kami semua.,Baik
Pak asrofi pada saat menyampaikan materi dengan jelas dan dapat dipahami,Baik
Sudah bagus lebih ditingkatkan lagi dalam penyampaian materi agar saat daring mudah di paham,Baik
Dosen yg sangat baik,Baik
Kalau jelasin enak dan mudah dipahami,Baik
Sudah sangat baik dalam menjelaskan materi,Baik
"Cara pembelajarannya menyenangkan, tetapi setiap pertemuan jangan dikasih tugas terus dong pak hehe",Baik
Materi yang disampaikan mudah dipahami,Baik
Mudah dimengerti ketika menjelaskan,Baik
Sudah baik dalam memberikan penjelasan,Baik
Terimakasih pak sudah mengajar dalam semester ini,Baik
Terimakasih Bu sudah mengajar dalam semester ini,Baik
"Dosen paling enak mengajar, to the point Ga bikin bosen ",Baik
Baik banget bu hanum sabar menghadapi mahasiswanya,Baik
"Sabar dan baik banget bu wahyu, paling suka ketika menjelaskan sesuai dengan keadaan realnya 🥰",Baik
Baik sehingga selalu tepat waktu saat mengajar,Baik
Semoga kedepannya bisa lebih baik lagi dalam pengajarannya dan semakin menarik,Baik
Sudah cukup baik dalam mengajar tapi alangkah lebih baiknya kalo sering offline lebih enak,Baik
tetap humoris ya bu agar selalu menyenangkan,Baik
Sudah bagus dalam mengajar,Baik
Menjelaskannya sudah sangat baik,Baik
Penyampaian materi mudah di pahami,Baik
Kelas dengan bu pipit sangat menyenangkan,Baik
Terima kasih bu sudah sabar setiap ngajar di kelas saya,Baik
pembelajaran sangat menyenangkan mudah dipahami,Baik
pembelajaran menyenangkan materi lebih mudah dipahami,Baik
Dalam pembelajaran mudah dipahami.,Baik
Menurut saya dalam pembelajaran mudah dipahami.,Baik
Baik sekali bu anita mah,Baik
Dalam pembelajaran mudah dipahami,Baik
Dalam pembelajaran sudah baik.,Baik
Sudah baik dalam cara pembelajarannya dan mudah dipahami,Baik
Tambah cantik dosen cantik yang baik hati,Baik
Baik dalam pembelajarannya,Baik
Baik pembelajarannya,Baik
"Mohon maaf bi, Lebih di keraskan lagi bu suaranya biar enak tapi saya suka dengan cara mengajar ibu enak mudah di pahami cuman kurang lebih keras lgi bu suaranya",Baik
Tetaplah mengampu mk akl,Baik
Sara saya agar dpt mengampu mata kuliah ini lagi karna cara mengajarnya enak,Baik
"Sedikit saran untuk tugas bisa di berikan dengan rentang waktu yang tidak terlalu berdekatan (terutama jadi satu tumpuk penugasan) walau dengan deadline yang berbeda, menurut saya jika pemberian tugas secara spontan seperti itu ada beberapa mahasiswa yang bersugesti tugas terlalu berat (dan endingnya khawatir mahasiswa justru tidak benar-benar mengerjakan dengan serius). 
Untuk pemberian penjelasan dari contoh kasus sudah baik, alangkah baik lagi misal diberi video penjelasan juga. Terimakasih. ",Baik
"Saat pemberian penjelasana, dipaparkan secara detail (dari asal mana) dan langsung menerapkannya pada contoh kasus per bab nya.",Baik
Santai dan mudah dipahami dalam proses belajar itu yang saya harapkan,Baik
Menyenangkan dalam kegiatan perkuliahan dan jelas,Baik
Sabar dan jelas dalam menyampaikan materi,Baik
"Dalam pembelajaran sudah baik,untuk kedepannya tetap melakukan pembelajarab yang menyenangkan dan menarik",Baik
"Dalam mengajar sudah baik,tetapi untuk kedepannya lebih simpel lagi ketika memberikan materi",Baik
"Pembelajaran yang disampaikan sudah baik dan menarik serta tidak membosankan,tapi diharapkan ketika ada yang belum paham dikasih pemahaman",Baik
"Pada saat pembelajaran sudah baik dan memberikan kesempatan kepada mahasiswa yang belum paham,tingkatkan terus untuk kedepannya",Baik
Secara keseluruhan sudah baik,Baik
Secara keseluruhan sudah baik. Semoga Husnul khotimah ya pak,Baik
Sudah baik dalam mengajar,Baik
Sudah baik semua,Baik
Tidak ada. Bu Yasmin asik banget kalo ngajar. Sip.,Baik
"Beliau Alhamdulillah sudah menjelaskan materi dengan pelan,sabar,jelas",Baik
Mengajarnya santai dan insyaallah mudah dipahami,Baik
Teruslah buat kelas yang menyenangkan,Baik
Semoga selalu di pertahankan,Baik
Selalu menjadi dosen yang baik untuk para mahasiswa dan pertahankan,Baik
Dosen yang baik,Baik
Tidak ada saran ataupun kritikan karna sudah baik,Baik
Menarik cara penyampaiannya dan cukup jelas materi yang di sampaikan,Baik
"Humble, bertanggung jawab ",Baik
Penyampaian jelas dan bertanggung jawab,Baik
Penyampaian materi enak dan bertanggung jawab,Baik
Kalo ngajar santuy banget bikin nyaman,Baik
Sabar banget Bu dosen ini,Baik
"Pak dosen.nya baik, toleransi banget sama mahasiswa, tapi tiap pertemuan pasti dikasih tugas, ngasih tugas.nya dikurangin ya pak hehe",Baik
Sudah baik saat mengajar,Baik
Sudah baik dlm mengajar,Baik
"Sudah baik dlm mnjlskn mteri
",Baik
"Sering sering offline ya, online terus kurang memahami hehe",Baik
Semoga ilmu nya bermanfaat,Baik
semoga pak andri tetep konsisten seperti sekarang,Baik
dilakukan pembelajaran offline untuk lebih belajar efektifnya,Baik
sukses selalu buat bu Hanum,Baik
"Merekomendasikan pak hasan untuk mengampu mata kuliah ini, dan sukses terus pak",Baik
Semoga pak Himawan bisa dapat terus memberikan ilmu mengenai perpajakan kepada semua mahasiswa yang diampu,Baik
Tambah baik lagi Bu kedepannya,Baik
"materi yg diajarkan sangat bagus namun masih ada kekurangan dalam penyampaian materi kepada mahasiswa, mohon untuk diperbaiki dlm bahasa yg disampaikan ",Baik
"sudah sesuai yg diharapkan dalam mengajar, mohon dipertahankan",Baik
Semoga tetap asyik dalam hal mengajar,Baik
Sudah baik semoga selalu di pertahankan selalu dalam mengajar di tahun tahun berikutnya,Baik
Semoga lbh baik pak,Baik
Semua sudah sangat baik,Baik
Saran untuk kedepannya tambahin kuis setiap pertemuan biar lebih banyak latihan dan lebih menguasai.,Baik
"untuk pak ahmad mengajarnya lumayan menarik, pak ahmad selalu memberikan saran untuk mahasiswanya agar kedepannya jadi lebih baik, udah cukup si menurut saya🥺",Baik
Mudah dalam pembelajaran mata kuliah,Baik
Mudah dalam melakukan komunikasi tentang mata kuliah,Baik
"dosen cantiikk, menarik dalam mengajar, super ramah, pertahankan terus bu wikaaa",Baik
Baik Sekali,Baik
Pembelajaran baik dan mudah dipahami,Baik
"untuk saat ini sangat baik, pembelajaran mudah dipahami ",Baik
"tidak ada, sangat baik untuk saat ini",Baik
Semoga lebih baik,Baik
Baik dan sudah maksimal dalam mengajar,Baik
Tidak ada saran dan kritikan karena bu susi thebesttt😍,Baik
Semoga disemester depan bertemu kembali dengan pak ihsan,Baik
Semoga disemester depan dipertemukan lagi dengan pak ikhsan.,Baik
Sehat terus ibu Miftah agar bisa mendidik para mahasiswa/i menjadi lebih baik lagi,Baik
Dalam pembelajaran dosen mengampu mata kuliah dengan sungguh-sungguh. Semoga buat kedepanya pembelajarannya diselingi dengan bercanda agar tidak tenang dalam belajar.,Baik
Baikk,Baik
Dipertahankan cara mengajarnya bapak,Baik
Sudah bsik,Baik
"Baik sekali, dosen pun ramah☺",Baik
Sangat disiplin,Baik
Semoga semester berikutnya bertemu lagi dengan bu wilda.,Baik
Pertahankan dan bila perlu tingkatkan lagi metode pembelajaran yang lebih efektif,Baik
Semoga disemester depan bertemu kembali dengan bu wilda,Baik
"Terkadang ketika penyampaian/menjelaskan materi terlalu cepat.
Dosen sangat asik dan sangat membantu agar semua mahasiswa/mahasiswi yang diampu oleh beliau bisa mandiri dalam mencari materi yang belum paham, menghitung dosis dengan benar",Baik
Dipertahankan cara mengajarnya bu,Baik
Semoga semester berikutnya bisa bertemu lagi,Baik
Materi pembelajaran menurut saya sudah jelas dan mudah di pahami,Baik
"Terkadang ketika penyampaian/menjelaskan materi terlalu cepat.
Dengan diberikan tugas disetiap pertemuan dan materi baru, sangat membantu mahasiswa/mahasiswi untuk membaca materi tersebut dan memahami disetiap materi yang diberikan.",Baik
Baik dan ramah terhadap mahasiswanya,Baik
Semua sudah sempurna,Baik
Sudah baik lanjutkan,Baik
Bagus baik,Baik
Semoga semester depan bertemu kembali,Baik
Semoga disemester depan dipertemukan lagi,Baik
Penyampaian materi baik,Baik
Baik tdk ada saran,Baik
Semoga dipertemukan kembali disemester berikutnya,Baik
Semoga disemester depan bertemu kembali dengan pak heru,Baik
Semoga disemester depan dipertemukan kembali,Baik
Sebenernya dalam menyampaikan materi mudah dipahami cuma suasananya aja tegang,Baik
tetap yang terbaik,Baik
Menurut saya ibu memberikan metode belajar yang baik,Baik
Bagus bagus,Baik
Semoga dipertemukan kembali di semester berikutnya,Baik
Baguss,Baik
Sempurna,Baik
"Sudah baik dalam mengajar dan materi yang diajarkan cukup jelas. Mohon dipertahankan,terimakasih🙏",Baik
"Bu inur sangat jelas ketika menerangkan,di bikin agak santai dikit ya bu...hihi",Baik
Semoga di temukan di semester 3,Baik
Saran saya tetap konsisten apa yang diajarkan sama seperti dengan materinya dan kritikan saya kalau mengajar dengan lembut dan bijaksana terima kasih,Baik
Proses kuliah yang baik dan disiplin,Baik
"Ga ada bu Riza manusia paling baik, terimakasih bu",Baik
"Sudah baik dalam mengajar, materi yang diajarkan cukup jelas dan ilmu yang diajarkan sangat bermanfaat. Mohon dipertahankan,terimakasih🙏",Baik
I hope see you again miss,Baik
Pak Pras baik banget sama mahasiswa yang di ampunya,Baik
Tidak ada saran dan kritik untuk bu inur tivani..... Karena cara pembelajaran nya mengasyikan....,Baik
Metode pembelajaran sudah bagus tetap dilaksanakan sampai semester-semester berikutnya saja,Baik
Kuliah yang baik dan disiplin,Baik
"Tidak ada, pak doni baik sekali",Baik
Dosen sudah baik dalam mengajar namun sebaiknya lebih tepat waktu,Baik
diharapkan dapat mengampu MK kembali di semester selanjutnya,Baik
"bapak dosen yang ganteng ttp gini ya ga pernah marah-marah, menjelaskan materi dgn sepenuh hati, menilai tugas berdasarkan isi dr tugas tsb tdk abal abal terimakasih banyak ya bapakk",Baik
Sudah baik tpi perlu di tingkatkan lagi yah pak,Baik
"Dosen tidak ada modul tetapi membagikan materi dalam bentul file powerpoint, sebaiknya materi dibagikan terlebih dahulu agar kami dapat mempelajarinya terlebih dahulu.
Pada saat menjelaskan materi, beliau sangat jelas pada saat menjelaskan dan sangat menarik sehingga kamu memahaminya serta tidak merasa bosan.",Baik
dalam menyampaikan materi sudah baik,Baik
Sudah baik pak,Baik
"no comment bu, ibu emang the best",Baik
Sudah baik dalam menyampaikan materi perkuliahan,Baik
"Tegas,disiplin ",Baik
Sudah baik pak dalam menjelaskan tpi perlu di tingkatkan lagi yah,Baik
Sangat enak ngajarnya,Baik
Metode pembelajarannya bisa digunakan untuk pembelajaran kedepan lagi,Baik
Sudah baik pak dalam menjelaskan,Baik
Sudah baik dalam penyampaian materi,Baik
"Bu rosa sangat baik, sabar.",Baik
"Dari sekian banyaknya dosen, hanya bu ip yang terbaik. Terimakasih bu ip sudah mengajar MK ini, dan maaf bila saya dan temen kelas saya ada salah....Sehat Selalu bu....",Baik
Tidak pernah telat mengajar,Baik
"Saran : Baguss dengan Disiplin yang telah diterapkan oleh Ibu sendiri agar mahasiswa dan mahasiswinya sadar akan tepat waktu disaat praktikum akan dilaksanakan atau dimulai. 
Kritik sama seperti saran yya... Terima kasih bu... ",Baik
Sudah baik dalam menjelaskan materi tpi perlu di tingkatkan agar tidak terlalu cepat2 karena terkadang kendala sinyalnya juga  lagi terimakasih Bu,Baik
Sudah baik dalam penjelasan maupun praktiknya pada keliatan belajar mengajar,Baik
"thank you for teaching in our class, and sorry if there are mistakes from our class",Baik
"Menurut saya, dosen ini sudah baik dalam penyampaian materi dan cara penyampaiannya juga sudah cukup jelas",Baik
Sudah baik dalam menjelaskan materi pembelajaran,Baik
Semoga mengajar lagi d semester depan,Baik
Sudah baik dalam menjelaskan materi perkulihannya,Baik
Saran dari saya ibu menjelaskan sudah baik tapi alangkah baiknya jangan sering kosong,Baik
Sudah baik,Baik
Sudah baik dalam membimbing praktikumnya dan menjelaskan cara2 materi yang akan di praktikumkan ..terimakasih bu,Baik
Sudah baik dan jelas,Baik
Saran dari saya untuk menjelaskan sudah sangat jelas terimakasih pak sudah memberikan ilmunya tapi kadang sering menegangkan jadi situasi belajar kurang menarik,Baik
Seneng kalo diajar ibu riza selalu tersenyum,Baik
Sudah baik dalam membimbing praktek aplikasi komputer tpi jangan terlalu cepat dalam menyampaikan apa yang di praktekan karena saya orangnya kadang lupa pak terimakasi pak ...,Baik
Bu ipung baik banget suka ngasih reward 😍,Baik
Sudah cuukup baik,Baik
"Menurut saya, dosen ini sudah cukup baik dalam penyampaian materi. Dalam penyampaian jelas dan dapat dipahami",Baik
Metode pembelajaran sudah efektif dan efisien,Baik
Sudah baik bu dalam menjelaskan materinya,Baik
"Menurut saya, dosen ini sudah cukup baik dalam penyampaian materi dan dapat dipahami",Baik
Baik dan ramah,Baik
"Menurut saya, dosen ini sudah cukup baik dan cukup jelas dalam penyampaian materi",Baik
"Menurut saya, dosen ini cukup baik dalam menyampaikan materi",Baik
Pak Anggun Baik seharusnya tetap dipertahankan,Baik
Baik ramah,Baik
"Menurut saya, dosen ini cukup baik dalam penyampaian materi",Baik
"Menurut saya, dosen ini sudah cukup baik dalam penyampaian materi dan cara penyampaiannya dapat dipahami",Baik
"Menurut saya, dosen ini sudah baik dalam penyampaian materi dan mudah dipahami",Baik
Untuk pembelajaran teori metodenya sudah baik,Baik
"Dalam pembelajaran teori metodenya sudah baik , dan semoga lebih baik lagi kedepannya",Baik
Untuk penjelasan tentang praktikum sudah baik karena membuat mahasiswa dapat mengerti mengenai langkah langkah praktikum yang akan dilakukan,Baik
Menurut saya pembelajaran pada satu semester ini sudah baik dan mudah dipahami,Baik
Dalam penyampaian saat praktikum sudah baik karena dapat dimengerti mahasiswa mengenai langkah-langkah praktikum yang akan dilakukan,Baik
"Tegas,dan tepat waktu dalam mengajar ",Baik
Dalam penyampaian materi sudah baik namun dalam memberikan tugas lebih baik jangan terlalu banyak,Baik
Dalam menyampaikan materi sudah baik tetapi untuk pemberian tugas jangan terlalu banyak,Baik
Sudah baik dalam menyampaikan materi praktikum,Baik
Dalam penyampaian praktikum sudah baik,Baik
"Dalam pembelajaran teori, metode yang digunakan sudah baik",Baik
Sudah baik dalam penyampaian materi praktikum,Baik
Sudah baik dalam penyampaian praktikum,Baik
Suka tebak²an👍🏻,Baik
terimakasih telah membimbing kami dengan baik,Baik
Jika tidak ppkm sebaiknya perkuliahan ini dilakukan secara ofline agak mahasiswa belajar bagaimana nanti saat tugas akhir sehingga mahasiswa bisa percaya diri dan melatih saat didepan orang²,Baik
"Sudah baik, semoga bisa cepet offline",Baik
Terima kasih pak sudah memberikan ilmu yang bermanfaat,Baik
Semoga bisa bertemu lg d semester depan,Baik
Dari penjelasan materi mudah di pahami,Baik
dosen yang menyenangkan dan menarik,Baik
asyik dan menjadi lebih baik lagi,Baik
Semoga di semester depan bertemu lagi,Baik
"Tidak ada kritik dan saran, bu inur udah baik dalam pengajaran",Baik
Tidak ada kritik dan saran pa pras isthebest,Baik
sangat jelas memberikan materi tetapi suka telat dalam jam perkuliahan,Baik
Semoga bisa bertemu kembali di semester selanjutnya,Baik
sudah baik sudah bisa di mengerti,Baik
"Bisa dipahami, semoga bisa cepat offline",Baik
"Bisa dimengerti dan bisa dipahami, semoga bisa cepat offline dan ketemu disemester berikutnya",Baik
Semoga bisa mengampu MK disemester selanjutnya,Baik
"Semoga bisa ketemu disemester berikutnya, sudah bisa dipahami",Baik
"Sudah bisa dimengerti, semoga bisa cepat offline biar lebih mengerti lagi",Baik
Semoga dapat mengampu MK disemester berikutnya,Baik
Semoga bisa mengampu MK untuk semester selanjutnya,Baik
Semoga dapat diampu kembali disemester selanjutnya,Baik
Semoga bisa bertemu disemester selanjutnya,Baik
Semoga bisa bertemu disemester selanjutnya,Baik
enak dosenya sering2 ngasih jajan stlah mk yah bu hehehe biar tetap smngat selalu,Baik
Asik ketika praktek dosen dan asdosnya turun tangan semua,Baik
Sangat senang bisa belajar farmakologi duab dengan ibu meli,Baik
"Pak , kalau buat soal ujian sesuai dengan PPT yang diberikan ya pak . Biar ga bingung hehe . Secara over all dosennya enak kalo ngajar si .",Baik
Semoga semester yang akan datang akan ketemu lagi,Baik
Terimakasih bu sudah memberi ilmu yang banyak kpd kita,Baik
Terimakasih pak sudh mengerjakan tentang ilmu farmakologi,Baik
Terimakasi pak udah mengajarkan praktek komputer semoga ilmu yang bapak kasih bermanfaat,Baik
Semoga di semester berikutnya bertemu kembali,Baik
Semoga semester berikutnya bertemu kembali,Baik
Semoga bertemu di semester berikutnya,Baik
Sudah baik dalam memberikan materi perkuliahan dengan tepat,Baik
Sudah baik dalam metode pemberian materi perkuliahan,Baik
Sudah baik dalam memberikan materi perkuliahan,Baik
Sudah sesuai saat memberikan materi perkuliahan,Baik
Sudah baik saat menyampaikan materi perkuliahan,Baik
Sudah baik saat penyampaian materi perkuliahan,Baik
Sudah baik dalam penyampaian materi perkuliahan,Baik
BAIK.,Baik
Semkga ketemu d semester depan,Baik
Bagus mengajarnya membuat mahasiswa aktif,Baik
Bagus mengajarnya nembuat mahaasiswa akfit dan giat untuk belajar.,Baik
Bagus mengajarnya membuat mahasiswa aktif dan giat belajjar,Baik
Bagus mengajjarnya membuat mahasiswa aktif dan giat belajjar,Baik
Bagus mengajaarnya membuat mahasiswa aktif dan giat belajar,Baik
Bagus mengajarnya membuat mahasiswa aktif dan giat dalamm belajar,Baik
"Semoga ilmunya bermanfaat bu, ",Baik
Bagus mengajarnya membuat mahasiswa aktif dan giat belajar,Baik
"Ilmunya bermanfaat,",Baik
Bagus mngajaarnya membuat mahasiswa aktif dan giat belajar,Baik
Bagus mengajaarnya membuat mahasiswa aktif dan giat belajar,Baik
Mudah dimengerti saat menyampaikan materi,Baik
Terima kasih sudah memberikan yang terbaik selama satu semester ini,Baik
Dalam mengajar mudah untuk dipahami,Baik
Dalam mengajar materi dapat dipahami,Baik
"Pengajaran ketika offline bagus jelas dan mudah dipahami.
Tetapi ketika online memberi pengajaran terlalu cepat",Baik
Terima kasih atas bimbingannya di semester ini,Baik
Materi dan praktikumnya mudah di pahami,Baik
Terima kasih asuhannya dalam semester ini,Baik
"Pembelajaran seru, tidak tegang.",Baik
Materi yang disampaikan dapat dipahami,Baik
Materi yang di sampaikan dapat di pahami dengan baik,Baik
Materi yang disampaikan jelas,Baik
Semogaa bisa bertemu lagii dan kalo ngomong jangan terlalu cepat,Baik
Ngasih keterangan sangat jelas dan hanya kurang tepat waktu,Baik
Sangat ramah,Baik
Sidah baik,Baik
Baik dalam mengajar,Baik
semoga masih terus ngajar di poltek harber lagi,Baik
baikkkkkkkkkkkk,Baik
Sarannya tetep jadi dosen mata kuliah front office,Baik
baikkkk,Baik
Sering2 bahas materi yg sudah di ajarkan lewat pertanyaan2 di awal jam perkuliahan sebelum masuk ke materi selanjutnya. Terus bawa Beng beng nya yang banyak ya bu hehe,Baik
gatau saya bingung intinya bu tantri baik orangnya hehehe,Baik
"Lebih banyak share pengalaman pak, karna memotivasi sekali, untuk mahasiswa kedepanny",Baik
baik orangnya,Baik
Pada saat praktek enak tetapi untuk bahannya bisa dicek kembali agar komplit,Baik
Untuk materi dan pembelajaran sudah baik,Baik
"Materinya sudah lengkap, untuk cara membacanya mudah dipahami",Baik
Pembelajarannya sudah baik dan menarik untuk dipahami mahasiswa,Baik
Baaikkk,Baik
Tetap pertahankan variasi dalam mengajarnya,Baik
Baik pak lanjutkan,Baik
sudah baik dan pertahankan,Baik
Memberi materi dengan baik,Baik
"Terimakasih, telah menjadi dosen saya :)
Dosen baik akan saya doakan dengan yang baik juga. ",Baik
Baik dalam penyampaian materi,Baik
Sudah sempurna,Baik
"tidak ada, good..",Baik
Oke baik,Baik
"Semoga lebih baik lagi, semangat pakkk",Baik
"Semoga lebih baik lagi, semangat Buuuu",Baik
"Semoga lebih baik lagi, semangat pa",Baik
"Semoga lebih baik lagi, semangat pak :)",Baik
"Semoga lebih baik lagi, semangat bu :)",Baik
baik dalam pengajaran,Baik
Sarannya harus lebih mendetail lagi saat penerangan ketika mahasiswa/i baru tau tentang yang diterangkan,Baik
Saran saya terus ditingkatkan lagi dalam mengajar mahasiswa di dalam kelas maupun di luar kelas,Baik
Saran saya adalah terus ditingkatkan lagi dalam mengajar di dalam kelas maupun diluar kelas,Baik
Tidak ada intine love you,Baik
Pak joko jangan kapok mengajar kami lagi salam dari d3 teknik elektro malam pak joko the best,Baik
Bagus dan sangat Meringankan beban mahasiswa,Baik
sebaiknya lebih di perbaiki lagi,Baik
The best pak wustol,Baik
"Baik, menarik dalam menjelaskan materi",Baik
"Baik, mudah dipahami saat menyampaikan materi",Baik
Lebih diperhatikan kembali waktu pembelajarannya,Baik
Lebih baik melakukan pembelajaran daring melalu google meet atau zoom agar antara dosen dan mahasiswa dapat berinteraksi,Baik
"Baik, menarik dalam menjelaskan materi ",Baik
Saya berharap Bapak bisa meningkatkan lagi cara mengajarnya tetapi Bapak baik dan saya mengerti belajar sama Bapak.,Baik
Cara pengajaran Bapak sangat interaktif dan cukup di mengerti,Baik
Ibu sudah menyampaikan materi dengan baik harap di pertahankan atau bisa lebih baik lagi,Baik
"Materi,tugas yang disampaikan sudah baik",Baik
"Ibu sudah menyampaikan materi dengan baik, dan bisa lebih baik lagi",Baik
"Saran Dari Saya Ketika menyampaikan materi jangan terlalu cepat , Agar mahasiswa dapat benar benar memahami penjelasan dari dosenya",Baik
Sebaiknya untuk praktek/penerapan di komputer maupun laptop lebih baik dilakukan bersama sama,Baik
"Sudah baik dalam menyampaikan materi, diharapkan lebih baik lagi",Baik
Sebaiknya untuk menjelaskan materi disampaikan,Baik
Berhubung mk ini adalah mk matematika jadi saran saya pembelajaran dilakukan secara offline agar lebih mudah dipahami oleh mahasiswa,Baik
"Untuk kedepannya walaupun pembelajaran daring agar bisa menjelaskan materi dengan jelas, tidak hanya memberi link youtube sebagai pelajaran.",Baik
semoga bisa mengajar lagi dengan baik.,Baik
Semoga lebih menyenangkan lagi dalam hal pembelajaran online.. dan tepat waktu dalam pengadaan daring.. serta bisa menepati janji mengirim ringkasan materi dihari itu.,Baik
Semoga bisa lebih detail lagi menjelaskan algoritmanya,Baik
"Baik, pertahankan",Baik
Nothing.. bcs.. she is so smart in show lesson.,Baik
Sudah baik dalam memberi materi.,Baik
Dalam memberi materi mudah dipahami.,Baik
"Tegas, dermawan",Baik
Materi yang di berikan sesuai silabus,Baik
"ramah, cukup detail cara mengajarnya",Baik
Semoga pandemi cepet berlalu agar proses pembelajaran jauh lebih baik🙏🏻,Baik
sudah sangat memenuhi,Baik
sudah memenuhi,Baik
"Sudah bagus, tidak ada saran.",Baik
